,original_triple,SubjectCQ,PropertyCQ,ObjectCQ,Theme
0,Ömür Arpacı's native language is Turkish.,Who speaks Turkish?,,,Artist
0,Bulbul Ahmed's native language is Bengali.,Who speaks Bengali?,What is Bulbul Ahmed's nationality?,What is Bulbul Ahmed's native language?,Artist
0,John Richardson's native language is English.,Who speaks English?,What is John Richardson's native language?,What is John Richardson's native language?,Artist
0,The native language of Ali Chouhad is Berber.,What is the native language of Ali Chouhad?,What is Ali Chouhad's language?,What is the native language of Ali Chouhad?,Artist
0,Ahmet Sendil's native language is Turkish.,Who speaks Turkish?,What is Ahmet Sendil's language?,What is Ahmet Sendil's native language?,Artist
0,Lee Byung-hoon's native language is Korean.,Who speaks Korean?,What is Lee Byung-hoon's language?,What is Lee Byung-hoon's native language?,Artist
0,"Крупп, Арон Яковлевич is the place of burial of Чыжоўскія могілкі.",Where is the burial place of <unk>о<unk>ск<unk> мо<unk>лк<unk>?,,What is the burial place of?,Artist
0,Joseph Anton Koch was buried in Rome.,Who was buried in Rome?,Where was Koch buried?,Where was Koch buried?,Artist
0,Józef Korzeniowski was buried at Witomino Cemetary in Gdynia.,Who was buried at Witomino Cemetary in Gdynia?,Where was Korzeniowski buried?,Where was Korzeniowski buried?,Artist
0,Anton Amon's burial place is Vienna Central Cemetery.,Whose burial place is Vienna Central Cemetery?,Where is Anton Amon's burial?,Where is Anton Amon buried?,Artist
0,A.S. Procajłowicz is buried in Rakowicki Cemetery.,Who is buried in Rakowicki Cemetery?,,,Artist
0,Manne Ihran is buried in the Uppsala old cemetery.,Who is buried in Uppsala old cemetery?,Where is Manne Ihran buried?,Where is Manne Ihran buried?,Artist
0,Pedro Capó's birth name is Pedro Francisco Rodríguez Sosa.,What is the birth name of Pedro Francisco Rodr<unk>guez Sosa?,,What is Pedro Capo's birth name?,Artist
0,Sydney Chaplin's birth name is Sydney John Hill.,What is the birth name of Sydney John Hill?,What is Sydney Chaplin's first name?,What is Sydney Chaplin's birth name?,Artist
0,Iyeoka Ivie Okoawo is the birth name of Iyeoka Okoawo.,What is the birth name of Iyeoka Ivie Okoawo?,What is Iyeoka Ivie Okoawo's birth name?,What is the birth name of Iyeoka Okoawo?,Artist
0,Miki Fujitani's birth name is 金谷 満紀子.,What is the birth name of Miki Fujitani?,What is Miki Fujitani's first name?,What is Miki Fujitani's birth name?,Artist
0,Cristian Topan's birth name is Cristian.,What is the birth name of Cristian Topan?,What is Cristian Topan's first name?,What is Topan's birth name?,Artist
0,José Leitão de Barros is the birth name of José Leitão de Barros.,What is the birth name of José Leit<unk>o de Barros?,,,Artist
0,Enrico Cosentino's field of work is art.,Who is known for his art?,What is Enrico Cosentino's field of work?,What is Enrico Cosentino's field of work?,Artist
0,Tina Wolf performs in the performing arts.,Who performs in the performing arts?,What does Tina Wolf perform in?,What kind of arts does Tina Wolf perform?,Artist
0,Julien Gourdel's field of work is the art of sculpture.,Who is known for his sculpture?,What is Julien Gourdel's field of work?,What is Julien Gourdel's field of work?,Artist
0,Willie Birch's field of work is the art of drawing.,Who is known for drawing?,What is the art of drawing?,What is Willie Birch's field of work?,Artist
0,Ludwig Borchardt's field of work is egyptology.,Who is known for his work on egyptology?,What is egyptology?,What is Ludwig Borchardt's field of work?,Artist
0,Arolde performs in the performing arts.,Who performs in the performing arts?,What does Arolde perform in?,What kind of arts does Arolde perform?,Artist
0,Sayuki's sibling is Kaori Tsubaki.,Who is Kaori Tsubaki's brother?,What is Kaori Tsubaki's name?,Who is Sayuki's sibling?,Artist
0,Petr Reidinger's sibling is Jiří Bilbo Reidinger.,Who is the brother of Ji<unk> Bilbo Reidinger?,,What is Petr Reidinger's sibling's name?,Artist
0,Andrew Jarecki is the sibling of Nicholas Jarecki.,Andrew Jarecki is the sibling of whom?,What is Andrew Jarecki's status?,Who is the sibling of Nicholas Jarecki?,Artist
0,Ouyang Nini's sibling is Ouyang Didi.,Who is the sibling of Ouyang Didi?,What is Ouyang Didi's name?,Who is Ouyang Nini's sibling?,Artist
0,Henrietta C. Scott's sibling is James Scott.,Who is the sister of James Scott?,What is James Scott's occupation?,Who is Henrietta C. Scott's sibling?,Artist
0,Henri Lehmann's sibling is Emil Lehmann.,Who is the brother of Emil Lehmann?,What is Emil Lehmann's name?,Who is Henri Lehmann's sibling?,Artist
0,"Henri Chanet's notable work is Portrait of Julia Kavanagh (1824-1877), Novelist.",Who wrote Portrait of Julia Kavanagh?,What is the name of Henri Chanet's work?,What is the name of Henri Chanet's work?,Artist
0,Hôtel de Cassini is a notable work by Jean-Jacques Arveuf-Fransquin.,Who created Hôtel de Cassini?,What is Hôtel de Cassini?,What is the name of the notable work by Jean-Jacques Arveuf-Fransquin?,Artist
0,Charles Harte wrote a notable work to Lionel Walter Rothschild.,Who wrote a notable work to Lionel Walter Rothschild?,What did Charles Harte write to Lionel Walter Rothschild?,What was the name of the letter written by Charles Harte?,Artist
0,Opera per Torino is a notable work by Per Kirkeby.,Who wrote Opera per Torino?,What is Opera per Torino?,What is the name of Per Kirkeby's work?,Artist
0,Sukune Inugami's notable work was WIWI days.,Whose work was notable during the WIWI days?,What was Sukune Inugami's work on WIWI days?,What was Sukune Inugami's notable work called?,Artist
0,Tan Qixiang's notable work is the Historical Atlas of China.,Who wrote the Historical Atlas of China?,What is the Historical Atlas of China?,What is the name of Tan Qixiang's notable work?,Artist
0,Bernard Mioen's child is Aimée Rodenbach-Mioen.,Who is the father of Aimée Rodenbach-Mioen?,What is Aimée Rodenbach-Mioen's name?,What is the name of Bernard Mioen's child?,Artist
0,Kelsey Grammer is a child of Mason Grammer.,What is the name of the child of Mason Grammer?,What is Kelsey Grammer's occupation?,Who is Kelsey Grammer a child of?,Artist
0,Edvin Tiemroth's child is Lene Tiemroth.,Who is Lene Tiemroth?,What is Lene Tiemroth's name?,What is the name of Edvin Tiemroth's child?,Artist
0,Henry Parsons Riviere is the child of Daniel Valentine Riviere.,Who is Henry Parsons Riviere's father?,What is Henry Parsons Riviere's name?,What is the name of the child of Daniel Valentine Riviere?,Artist
0,Arne Öberg's child is Sebastian Öberg.,Who is Sebastian <unk>berg?,,,Artist
0,Ann Richards has a child called Mark Angelo.,Who has a child called Mark Angelo?,What is Mark Angelo?,What is the name of Ann Richards' child?,Artist
0,Karen M. Strom is a member of the American Astronomical Society.,Who is a member of the American Astronomical Society?,What is Karen Strom's affiliation with?,What organization is Karen M. Strom a member of?,Artist
0,Eduardo Sacriste is a member of the National Academy of Fine Arts (Argentina).,Who is a member of the National Academy of Fine Arts?,What is Eduardo Sacriste's profession?,What is Eduardo Sacriste a member of?,Artist
0,Yoshiki Mizuno is a member of Ikimono-gakari.,Who is a member of Ikimono-gakari?,What is Yoshiki Mizuno's affiliation with?,What group is Yoshiki Mizuno a member of?,Artist
0,Henriette Delabarre-Henry is a member of the Union des femmes peintres et sculpteurs.,Who is a member of the Union des femmes peintres et sculpteurs?,What is Henriette Delabarre-Henry's affiliation with?,What is Henriette Delabarre-Henry a member of?,Artist
0,Elhanan Halpern is a member of קבוצת העשרה.,Who is a member of <unk> <unk>?,,What is Elhanan Halpern a member of?,Artist
0,Ernst Haeckel is a member of the Bavarian Academy of Sciences and Humanities.,Who is a member of the Bavarian Academy of Sciences and Humanities?,What is Ernst Haeckel's profession?,What is Ernst Haeckel a member of?,Artist
0,Kazuhiko Mori's name in kana is もり かずひこ.,What is the name of the kana character?,What is Kazuhiko Mori's name in kana?,What is Kazuhiko Mori's name in kana?,Artist
0,Toshiko Fujita's name in kana is ふじた としこ.,Who is the kana name of?,What is Toshiko Fujita's name in kana?,What is Toshiko Fujita's name in kana?,Artist
0,Shōsuke Ōsawa's name in kana is おおさわ しょうすけ.,Who is the kana's name?,,,Artist
0,"Akira Murayama's name in kana is"" むらやま あきら "".",Who is the name of the artist who is known by the Japanese language?,What is Akira Murayama's name in kana?,What is Murayama's name in kana?,Artist
0,Rin Suzukawa's name in kana is すずかわ りん.,Who is the name of the Japanese artist who is known by the Japanese language?,What is Rin Suzukawa's name in kana?,What is Rin Suzukawa's name in kana?,Artist
0,Jun Takagi's name in kana is たかぎ じゅん.,Who is the name of the Japanese artist who is known by the Japanese language?,What is Jun Takagi's name in kana?,What is Jun Takagi's name in kana?,Artist
0,"Sidney Homer, Sr.'s spouse is Louise Homer.",Who is the son of Louise Homer?,What is Louise Homer's occupation?,,Artist
0,Pieter de Goeje's spouse is Maria Geertruida Barbiers.,Who is the son of Maria Geertruida Barbiers?,What is Maria Geertruida Barbiers?,Who is Pieter de Goeje's spouse?,Artist
0,Jud Arthur's spouse is Taryn Fiebig.,Who is Taryn Fiebig's spouse?,What is Taryn Fiebig's occupation?,Who is Jud Arthur's spouse?,Artist
0,Vadym Meller's spouse is Nina Genke-Meller.,Who is Nina Genke-Meller's spouse?,What is Nina Genke-Meller's occupation?,Who is Vadym Meller's spouse?,Artist
0,Nancy Frangione's spouse is Christopher Rich.,Who is Christopher Rich's spouse?,What is Christopher Rich's occupation?,Who is Nancy Frangione's spouse?,Artist
0,Isa Cholakhyan's spouse is Hrachya Poghosyan.,Who is the spouse of Hrachya Poghosyan?,What is Hrachya Poghosyan's name?,Who is Isa Cholakhyan's spouse?,Artist
0,Paul Lhérie is employed by the Conservatoire national supérieur de musique et de danse.,Who is employed by the Conservatoire national supérieur de musique et de danse?,What is Paul Lhérie's job title?,What organization does Paul Lhérie work for?,Artist
0,Carmen Guarini is employed by the University of Buenos Aires.,Who is employed by the University of Buenos Aires?,What is Carmen Guarini's job title?,What university is Carmen Guarini employed at?,Artist
0,Edgar Viguers Seeler is employed by the University of Pennsylvania.,Who is employed by the University of Pennsylvania?,What is Edgar Viguers Seeler's job title?,Edgar Viguers Seeler is employed by what university?,Artist
0,Martha Schuster's employer is the Hochschule für Musik und Theater München.,Who is the head of the Hochschule für Musik und Theater München?,What is Martha Schuster's job title?,What is Martha Schuster's employer?,Artist
0,Polly Elwes is employed by the BBC.,Who is employed by the BBC?,What is Polly Elwes' job title?,What broadcasting company employs Polly Elwes?,Artist
0,Denis Martinovich is employed by Tut.By.,Who is employed by Tut.By.,What is Denis Martinovich's job title?,What company does Denis Martinovich work for?,Artist
0,Roger Sanchez has 189297 followers on social media.,Who has 189297 followers on social media?,How many followers does Roger Sanchez have?,How many followers does Roger Sanchez have on social media?,Artist
0,Yoshihiro Nagamori has 5408 followers on social media.,Who has 5408 followers on social media?,How many followers does Yoshihiro Nagamori have?,How many followers does Yoshihiro Nagamori have on social media?,Artist
0,Stuart Brown has 42646 followers on social media.,Who has 42646 followers on social media?,What social media accounts does Stuart Brown have?,How many followers does Stuart Brown have on social media?,Artist
0,Pablo Pineda has 14976 followers on social media.,Who has 14976 followers on social media?,How many followers does Pablo Pineda have?,How many followers does Pablo Pineda have on social media?,Artist
0,Rodolphe Burger has 1313 followers on social media.,Who has 1313 followers on social media?,How many followers does Rodolphe Burger have?,How many followers does Rodolphe Burger have on social media?,Artist
0,Elke Jeinsen has 3032 followers on social media.,Who has 3032 followers on social media?,Elke Jeinsen has how many followers?,How many followers does Elke Jeinsen have on social media?,Artist
0,Gerhardus Jan Adema's work location is Leeuwarden.,Who is the manager of Leeuwarden?,What is Gerhardus Jan Adema's job location?,Where is Gerhardus Jan Adema's work location?,Artist
